Postal Code,Country,Region,State,City,longitude,latitude
80027,United States,West,Colorado,Louisville,-105.782067,39.550051
80112,United States,West,Colorado,Englewood,-105.782067,39.550051
80122,United States,West,Colorado,Littleton,-105.782067,39.550051
80134,United States,West,Colorado,Parker,-105.782067,39.550051
80219,United States,West,Colorado,Denver,-105.782067,39.550051
80229,United States,West,Colorado,Thornton,-105.782067,39.550051
80501,United States,West,Colorado,Longmont,-105.782067,39.550051
80525,United States,West,Colorado,Fort Collins,-105.782067,39.550051
80538,United States,West,Colorado,Loveland,-105.782067,39.550051
80634,United States,West,Colorado,Greeley,-105.782067,39.550051
80906,United States,West,Colorado,Colorado Springs,-105.782067,39.550051
81001,United States,West,Colorado,Pueblo,-105.782067,39.550051
82001,United States,West,Wyoming,Cheyenne,-107.290284,43.075968
83201,United States,West,Idaho,Pocatello,-114.742041,44.068202
83301,United States,West,Idaho,Twin Falls,-114.742041,44.068202
83501,United States,West,Idaho,Lewiston,-114.742041,44.068202
83605,United States,West,Idaho,Caldwell,-114.742041,44.068202
83642,United States,West,Idaho,Meridian,-114.742041,44.068202
83704,United States,West,Idaho,Boise,-114.742041,44.068202
84020,United States,West,Utah,Draper,-111.093731,39.32098
84041,United States,West,Utah,Layton,-111.093731,39.32098
84043,United States,West,Utah,Lehi,-111.093731,39.32098
84057,United States,West,Utah,Orem,-111.093731,39.32098
84062,United States,West,Utah,Pleasant Grove,-111.093731,39.32098
84084,United States,West,Utah,West Jordan,-111.093731,39.32098
84106,United States,West,Utah,Salt Lake City,-111.093731,39.32098
84107,United States,West,Utah,Murray,-111.093731,39.32098
84321,United States,West,Utah,Logan,-111.093731,39.32098
84604,United States,West,Utah,Provo,-111.093731,39.32098
85023,United States,West,Arizona,Phoenix,-111.093731,34.048928
85204,United States,West,Arizona,Mesa,-111.093731,34.048928
85224,United States,West,Arizona,Chandler,-111.093731,34.048928
85234,United States,West,Arizona,Gilbert,-111.093731,34.048928
85254,United States,West,Arizona,Scottsdale,-111.093731,34.048928
85281,United States,West,Arizona,Tempe,-111.093731,34.048928
85301,United States,West,Arizona,Glendale,-111.093731,34.048928
85323,United States,West,Arizona,Avondale,-111.093731,34.048928
85345,United States,West,Arizona,Peoria,-111.093731,34.048928
85364,United States,West,Arizona,Yuma,-111.093731,34.048928
85635,United States,West,Arizona,Sierra Vista,-111.093731,34.048928
85705,United States,West,Arizona,Tucson,-111.093731,34.048928
86442,United States,West,Arizona,Bullhead City,-111.093731,34.048928
87105,United States,West,New Mexico,Albuquerque,-105.032363,34.97273
87124,United States,West,New Mexico,Rio Rancho,-105.032363,34.97273
87401,United States,West,New Mexico,Farmington,-105.032363,34.97273
87505,United States,West,New Mexico,Santa Fe,-105.032363,34.97273
88001,United States,West,New Mexico,Las Cruces,-105.032363,34.97273
88101,United States,West,New Mexico,Clovis,-105.032363,34.97273
88220,United States,West,New Mexico,Carlsbad,-105.032363,34.97273
89015,United States,West,Nevada,Henderson,-116.419389,38.80261
89031,United States,West,Nevada,North Las Vegas,-116.419389,38.80261
89115,United States,West,Nevada,Las Vegas,-116.419389,38.80261
89431,United States,West,Nevada,Sparks,-116.419389,38.80261
89502,United States,West,Nevada,Reno,-116.419389,38.80261
90004,United States,West,California,Los Angeles,-119.417932,36.778261
90008,United States,West,California,Los Angeles,-119.417932,36.778261
90032,United States,West,California,Los Angeles,-119.417932,36.778261
90036,United States,West,California,Los Angeles,-119.417932,36.778261
90045,United States,West,California,Los Angeles,-119.417932,36.778261
90049,United States,West,California,Los Angeles,-119.417932,36.778261
90278,United States,West,California,Redondo Beach,-119.417932,36.778261
90301,United States,West,California,Inglewood,-119.417932,36.778261
90503,United States,West,California,Torrance,-119.417932,36.778261
90604,United States,West,California,Whittier,-119.417932,36.778261
90640,United States,West,California,Montebello,-119.417932,36.778261
90660,United States,West,California,Pico Rivera,-119.417932,36.778261
90712,United States,West,California,Lakewood,-119.417932,36.778261
90805,United States,West,California,Long Beach,-119.417932,36.778261
91104,United States,West,California,Pasadena,-119.417932,36.778261
91360,United States,West,California,Thousand Oaks,-119.417932,36.778261
91505,United States,West,California,Burbank,-119.417932,36.778261
91730,United States,West,California,Rancho Cucamonga,-119.417932,36.778261
91761,United States,West,California,Ontario,-119.417932,36.778261
91767,United States,West,California,Pomona,-119.417932,36.778261
91776,United States,West,California,San Gabriel,-119.417932,36.778261
91911,United States,West,California,Chula Vista,-119.417932,36.778261
91941,United States,West,California,La Mesa,-119.417932,36.778261
92020,United States,West,California,El Cajon,-119.417932,36.778261
92024,United States,West,California,San Diego,-119.417932,36.778261
92025,United States,West,California,Escondido,-119.417932,36.778261
92037,United States,West,California,San Diego,-119.417932,36.778261
92054,United States,West,California,Oceanside,-119.417932,36.778261
92105,United States,West,California,San Diego,-119.417932,36.778261
92236,United States,West,California,Coachella,-119.417932,36.778261
92253,United States,West,California,La Quinta,-119.417932,36.778261
92307,United States,West,California,Apple Valley,-119.417932,36.778261
92345,United States,West,California,Hesperia,-119.417932,36.778261
92374,United States,West,California,Redlands,-119.417932,36.778261
92399,United States,West,California,Yucaipa,-119.417932,36.778261
92404,United States,West,California,San Bernardino,-119.417932,36.778261
92503,United States,West,California,Riverside,-119.417932,36.778261
92530,United States,West,California,Lake Elsinore,-119.417932,36.778261
92553,United States,West,California,Moreno Valley,-119.417932,36.778261
92563,United States,West,California,Murrieta,-119.417932,36.778261
92592,United States,West,California,Temecula,-119.417932,36.778261
92627,United States,West,California,Costa Mesa,-119.417932,36.778261
92630,United States,West,California,Lake Forest,-119.417932,36.778261
92646,United States,West,California,Huntington Beach,-119.417932,36.778261
92672,United States,West,California,San Clemente,-119.417932,36.778261
92677,United States,West,California,Laguna Niguel,-119.417932,36.778261
92683,United States,West,California,Westminster,-119.417932,36.778261
92691,United States,West,California,Mission Viejo,-119.417932,36.778261
92704,United States,West,California,Santa Ana,-119.417932,36.778261
92804,United States,West,California,Anaheim,-119.417932,36.778261
93010,United States,West,California,Camarillo,-119.417932,36.778261
93030,United States,West,California,Oxnard,-119.417932,36.778261
93101,United States,West,California,Santa Barbara,-119.417932,36.778261
93277,United States,West,California,Visalia,-119.417932,36.778261
93309,United States,West,California,Bakersfield,-119.417932,36.778261
93405,United States,West,California,San Luis Obispo,-119.417932,36.778261
93454,United States,West,California,Santa Maria,-119.417932,36.778261
93534,United States,West,California,Lancaster,-119.417932,36.778261
93727,United States,West,California,Fresno,-119.417932,36.778261
93905,United States,West,California,Salinas,-119.417932,36.778261
94061,United States,West,California,Redwood City,-119.417932,36.778261
94086,United States,West,California,Sunnyvale,-119.417932,36.778261
94109,United States,West,California,San Francisco,-119.417932,36.778261
94110,United States,West,California,San Francisco,-119.417932,36.778261
94122,United States,West,California,San Francisco,-119.417932,36.778261
94403,United States,West,California,San Mateo,-119.417932,36.778261
94509,United States,West,California,Antioch,-119.417932,36.778261
94513,United States,West,California,Brentwood,-119.417932,36.778261
94521,United States,West,California,Concord,-119.417932,36.778261
94526,United States,West,California,Danville,-119.417932,36.778261
94533,United States,West,California,Fairfield,-119.417932,36.778261
94568,United States,West,California,Dublin,-119.417932,36.778261
94591,United States,West,California,Vallejo,-119.417932,36.778261
94601,United States,West,California,Oakland,-119.417932,36.778261
95037,United States,West,California,Morgan Hill,-119.417932,36.778261
95051,United States,West,California,Santa Clara,-119.417932,36.778261
95123,United States,West,California,San Jose,-119.417932,36.778261
95207,United States,West,California,Stockton,-119.417932,36.778261
95240,United States,West,California,Lodi,-119.417932,36.778261
95336,United States,West,California,Manteca,-119.417932,36.778261
95351,United States,West,California,Modesto,-119.417932,36.778261
95610,United States,West,California,Citrus Heights,-119.417932,36.778261
95616,United States,West,California,Davis,-119.417932,36.778261
95661,United States,West,California,Roseville,-119.417932,36.778261
95687,United States,West,California,Vacaville,-119.417932,36.778261
95695,United States,West,California,Woodland,-119.417932,36.778261
95823,United States,West,California,Sacramento,-119.417932,36.778261
95928,United States,West,California,Chico,-119.417932,36.778261
96003,United States,West,California,Redding,-119.417932,36.778261
97030,United States,West,Oregon,Gresham,-120.554201,43.804133
97123,United States,West,Oregon,Hillsboro,-120.554201,43.804133
97206,United States,West,Oregon,Portland,-120.554201,43.804133
97224,United States,West,Oregon,Tigard,-120.554201,43.804133
97301,United States,West,Oregon,Salem,-120.554201,43.804133
97405,United States,West,Oregon,Eugene,-120.554201,43.804133
97477,United States,West,Oregon,Springfield,-120.554201,43.804133
97504,United States,West,Oregon,Medford,-120.554201,43.804133
97756,United States,West,Oregon,Redmond,-120.554201,43.804133
98002,United States,West,Washington,Auburn,-120.740139,47.751074
98006,United States,West,Washington,Bellevue,-120.740139,47.751074
98026,United States,West,Washington,Edmonds,-120.740139,47.751074
98031,United States,West,Washington,Kent,-120.740139,47.751074
98042,United States,West,Washington,Covington,-120.740139,47.751074
98052,United States,West,Washington,Redmond,-120.740139,47.751074
98059,United States,West,Washington,Renton,-120.740139,47.751074
98103,United States,West,Washington,Seattle,-120.740139,47.751074
98105,United States,West,Washington,Seattle,-120.740139,47.751074
98115,United States,West,Washington,Seattle,-120.740139,47.751074
98198,United States,West,Washington,Des Moines,-120.740139,47.751074
98208,United States,West,Washington,Everett,-120.740139,47.751074
98226,United States,West,Washington,Bellingham,-120.740139,47.751074
98270,United States,West,Washington,Marysville,-120.740139,47.751074
98502,United States,West,Washington,Olympia,-120.740139,47.751074
98632,United States,West,Washington,Longview,-120.740139,47.751074
98661,United States,West,Washington,Vancouver,-120.740139,47.751074
99207,United States,West,Washington,Spokane,-120.740139,47.751074
99301,United States,West,Washington,Pasco,-120.740139,47.751074
